#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-09-26T17:39:44 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d8cf760b4e2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=12	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJ/691/342&tab:{J/ApJ/691/342/m37per}&key:source=J/ApJ/691/342&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/691/342/m37per
#-order=I
#-out=Per
#-out=Vmag
#PapII=PapII
#
#
#RESOURCE=yCat_16910342
#Name: J/ApJ/691/342
#Title: griBVI photometry in M37 (Hartman+, 2009)
#Table	J_ApJ_691_342_m37per:
#Name: J/ApJ/691/342/m37per
#Title: Candidate cluster members with measured rotation periods
#Column	Per	(F11.8)	Period from Paper II (J/ApJ/675/1254)	[ucd=time.period]
#Column	Vmag	(F6.3)	Kalirai et al. (2001AJ....122.3239K) V band magnitude	[ucd=phot.mag;em.opt.V]
Prot	Vmag
#d	mag
#-----------	------
 7.96596671	17.076
 8.21743495	17.735
 6.32258130	16.763
 1.69921452	19.645
 7.62148720	17.325
15.58862440	17.099
 8.45071991	20.305
 8.73549565	17.877
 8.45038568	17.537
 1.25855603	20.707
11.60712687	18.864
 8.41870095	18.091
 9.08103926	18.461
 0.71158870	21.242
 3.25558346	21.183
 3.52788205	19.951
 6.05726804	18.620
 7.22580720	17.276
10.03454839	18.443
 7.44901820	17.338
 9.90195829	18.041
11.76071834	18.644
 9.97022436	18.504
 7.39896076	17.365
 0.85131637	20.339
 6.88972315	16.996
12.12752437	18.531
 9.52306750	18.109
 3.58997115	15.791
 0.62538148	17.660
12.22282908	20.495
 2.26233455	21.613
 9.25806548	21.375
 7.55760447	17.116
12.38833134	20.645
 9.08103926	18.094
 6.56135434	17.000
 7.06302611	16.627
 8.47604905	17.894
 7.11670098	17.341
 1.39275129	21.112
12.95388042	21.441
 7.81585427	16.207
10.56085398	18.539
11.25030741	18.574
12.59396802	21.792
16.45007932	18.535
 7.38885986	17.094
12.46527750	18.992
10.67138937	18.573
12.27104576	19.144
13.73381898	20.094
 6.38749487	16.548
 9.73618153	18.789
 1.38253778	15.359
 7.79331656	17.430
 0.65662980	20.900
18.25537171	17.529
 6.31728528	16.159
 1.78632709	19.863
12.69159527	20.428
 6.39405961	17.115
14.88377990	19.987
